TradeID,Acc_ID,Action,StockID,Price,Quantities,Date,Time
01616,07376588601,Buy,5016,30.96,3000,1997/04/11,11:04:08.000000
01617,14908683466,Buy,2376,331.84,100,1997/04/11,11:14:02.000000
01618,78311272390,Sell,3628,41.81,5200,1997/04/11,13:19:15.000000
01619,03867090093,Sell,3357,132.50,5500,1997/04/14,10:00:17.000000
01620,66976503169,Sell,6526,694.05,1200,1997/04/14,11:28:51.000000
01621,05478417489,Sell,6118,23.17,4400,1997/04/14,11:39:16.000000
01622,55346267670,Sell,3138,135.53,7300,1997/04/14,12:24:55.000000
01623,90558821964,Sell,5234,161.00,10000,1997/04/15,10:19:18.000000
01624,56276093767,Buy,00720B,31.67,5200,1997/04/15,12:24:46.000000
01625,75834919829,Buy,1802,17.12,5500,1997/04/15,13:22:58.000000
01626,37583641641,Buy,4706,26.37,2500,1997/04/17,12:16:55.000000
01627,78553144812,Buy,6204,127.30,10000,1997/04/18,10:41:41.000000
01628,33072161357,Buy,6242,47.47,5800,1997/04/18,11:19:59.000000
01629,32650283063,Buy,2429,18.54,2200,1997/04/21,09:05:00.000000
01630,18011630109,Buy,1531,14.92,1100,1997/04/21,09:17:18.000000
01631,58054497090,Buy,3060,30.33,5800,1997/04/22,13:20:32.000000
01632,85806765715,Buy,6737,68.24,7800,1997/04/23,09:00:16.000000
01633,23672861469,Sell,4995,60.02,1600,1997/04/23,09:37:16.000000
01634,70722307056,Buy,5457,61.97,2100,1997/04/23,10:27:14.000000
01635,26465994295,Sell,2597,177.81,6400,1997/04/23,10:32:02.000000
01636,03029058806,Sell,020040,4.59,2800,1997/04/23,11:59:52.000000
01637,58659980497,Sell,6140,27.68,5700,1997/04/23,12:55:41.000000
01638,07786453327,Buy,3264,72.63,4800,1997/04/24,09:22:34.000000
01639,82598848748,Sell,00687B,31.51,1400,1997/04/25,09:34:31.000000
01640,07786453327,Buy,3032,81.15,9500,1997/04/25,10:09:39.000000
01641,86065330926,Sell,6206,88.65,3100,1997/04/25,10:48:48.000000
01642,41201483365,Buy,5460,12.82,2600,1997/04/25,11:54:04.000000
01643,88860823456,Buy,5348,16.24,5900,1997/04/25,12:00:26.000000
01644,27358156980,Sell,5013,33.66,3300,1997/04/25,13:06:26.000000
01645,61062416408,Sell,2421,116.78,2885,1997/04/28,10:26:01.000000
01646,69372219888,Sell,00708L,32.56,7900,1997/04/28,12:05:47.000000
01647,98186363272,Buy,3149,25.09,2900,1997/04/28,12:37:49.000000
01648,26610612395,Buy,1713,45.92,8900,1997/04/29,10:52:13.000000
01649,71477348313,Buy,00887,10.37,200,1997/04/30,09:00:47.000000
01650,87082787491,Sell,00926,22.46,1631,1997/04/30,11:35:15.000000
01651,51405275026,Sell,6493,17.94,2400,1997/05/01,11:03:25.000000
01652,08800782931,Sell,1341,62.01,2100,1997/05/01,11:45:36.000000
01653,66574337581,Sell,4128,40.81,700,1997/05/01,13:23:53.000000
01654,71182345273,Sell,1906,16.86,5400,1997/05/02,09:09:23.000000
01655,64409979901,Sell,3625,12.66,2900,1997/05/02,10:19:40.000000
01656,86136004056,Buy,2382,270.93,4200,1997/05/02,10:59:50.000000
01657,97235941317,Sell,3416,157.10,6500,1997/05/02,12:12:49.000000
01658,95817861362,Sell,2206,84.43,5500,1997/05/02,12:28:27.000000
01659,61679952566,Buy,8454,381.84,8400,1997/05/05,11:00:30.000000
01660,49820326546,Buy,5703,22.82,4000,1997/05/05,13:06:06.000000
01661,80662398604,Sell,00888,17.07,9200,1997/05/06,11:13:39.000000
01662,00885251478,Buy,5236,148.39,9900,1997/05/07,10:54:01.000000
01663,37066296107,Buy,6213,95.30,9000,1997/05/07,11:43:45.000000
01664,95278161125,Buy,5283,119.50,4100,1997/05/07,13:18:39.000000
01665,78865183133,Sell,5014,16.44,9700,1997/05/09,09:55:05.000000
01666,82982931278,Buy,2228,125.35,7200,1997/05/09,10:53:10.000000
01667,73419264426,Sell,00738U,26.51,1400,1997/05/09,12:50:25.000000
01668,44998834631,Sell,6574,45.27,9800,1997/05/09,13:24:20.000000
01669,72523854500,Sell,3085,16.79,2800,1997/05/12,11:17:39.000000
01670,89171366722,Buy,00674R,10.28,6700,1997/05/13,12:17:30.000000
01671,49475195923,Buy,6996,248.97,4800,1997/05/13,12:54:59.000000
01672,75644116421,Buy,6115,49.18,4200,1997/05/14,11:00:16.000000
01673,60690397309,Buy,8227,226.98,2900,1997/05/14,11:02:35.000000
01674,33148764397,Buy,8112A,41.21,7200,1997/05/14,13:15:40.000000
01675,16984795211,Sell,4771,327.19,4500,1997/05/15,12:32:31.000000
01676,25404578699,Buy,020018,26.00,9700,1997/05/16,09:40:18.000000
01677,98345052445,Sell,6290,74.53,800,1997/05/16,09:42:10.000000
01678,38644598075,Buy,1339,70.30,9200,1997/05/19,10:29:42.000000
01679,88968159019,Buy,3293,973.14,6700,1997/05/19,10:30:53.000000
01680,52301130469,Buy,00915,28.31,5000,1997/05/19,10:44:36.000000
01681,55870305227,Buy,3276,16.38,1600,1997/05/19,11:38:48.000000
01682,02001516255,Buy,4132,25.50,4700,1997/05/19,12:28:47.000000
01683,53201750358,Sell,8083,199.76,7100,1997/05/19,13:24:12.000000
01684,23764221977,Sell,9929,16.94,800,1997/05/20,09:18:16.000000
01685,64062803183,Buy,8481,51.80,4400,1997/05/20,10:33:42.000000
01686,48891614271,Buy,3004,114.04,4900,1997/05/20,10:52:42.000000
01687,09005216010,Buy,5014,14.79,7800,1997/05/21,12:29:44.000000
01688,66676696788,Sell,8927,62.56,3600,1997/05/21,12:34:07.000000
01689,74117662659,Buy,3339,44.98,100,1997/05/22,09:56:15.000000
01690,29468948648,Sell,00915,28.26,600,1997/05/22,11:09:39.000000
01691,21212252652,Sell,8021,28.94,8400,1997/05/22,11:18:23.000000
01692,10546947732,Sell,6283,35.54,100,1997/05/22,12:08:36.000000
01693,33843604566,Buy,00735,37.60,8000,1997/05/22,12:16:43.000000
01694,82438174322,Buy,1605,38.45,10000,1997/05/22,13:12:45.000000
01695,04562169958,Sell,4931,31.07,2900,1997/05/22,13:15:59.000000
01696,81267531124,Buy,3162,32.34,300,1997/05/23,09:39:45.000000
01697,88075605558,Buy,4414,3.41,3700,1997/05/26,10:58:39.000000
01698,38711970854,Buy,1785,44.64,4100,1997/05/26,12:34:10.000000
01699,74009555983,Buy,1725,42.46,5000,1997/05/27,10:00:45.000000
01700,08309866643,Buy,1608,36.51,7900,1997/05/28,10:15:33.000000
01701,91828180287,Buy,5481,13.31,9600,1997/05/28,10:55:01.000000
01702,44881277688,Buy,4729,17.63,4500,1997/05/28,11:26:05.000000
01703,12342836672,Buy,3622,57.35,7200,1997/05/28,12:30:19.000000
01704,74018313745,Buy,2530,42.41,7700,1997/05/29,12:18:12.000000
01705,76592913687,Sell,8435,76.86,2600,1997/05/29,13:26:00.000000
01706,05085647102,Buy,3379,16.68,9800,1997/05/30,10:44:29.000000
01707,81826246752,Buy,6194,36.50,4800,1997/05/30,10:53:42.000000
01708,66202958494,Buy,6796,81.72,8300,1997/05/30,11:31:08.000000
01709,56488883036,Buy,2610,20.61,6500,1997/05/30,11:33:04.000000
01710,32590963061,Sell,8476,62.75,4600,1997/06/02,09:46:28.000000
01711,02637392328,Sell,4942,43.43,1900,1997/06/02,12:01:36.000000
01712,59597787327,Sell,2926,61.89,900,1997/06/02,12:01:45.000000
01713,12564795334,Sell,3297,20.64,8000,1997/06/02,12:05:05.000000
01714,96541871792,Buy,1781,14.33,8600,1997/06/03,11:31:09.000000
01715,72237433160,Buy,6536,17.33,2700,1997/06/04,09:00:26.000000
01716,87929251164,Buy,5601,37.80,9500,1997/06/04,10:14:27.000000
01717,56942047891,Sell,8271,61.05,6600,1997/06/04,10:30:09.000000
01718,96886124677,Sell,3287,49.58,3300,1997/06/04,11:47:10.000000
01719,91157249439,Buy,6870,137.33,9000,1997/06/04,11:48:19.000000
01720,48922986647,Buy,6729,20.76,200,1997/06/05,11:00:23.000000
01721,30835407333,Buy,4735,35.31,4300,1997/06/10,11:22:16.000000
01722,97368685714,Sell,4987,59.33,9400,1997/06/10,12:35:21.000000
01723,09989668821,Sell,7743,52.70,3900,1997/06/11,09:32:10.000000
01724,40192931147,Sell,5383,43.35,2700,1997/06/11,10:12:03.000000
01725,54516393198,Buy,6192,105.12,9000,1997/06/11,10:49:54.000000
01726,70749986865,Buy,2424,28.11,2400,1997/06/11,13:03:24.000000
01727,98437841606,Sell,6219,41.56,2100,1997/06/12,10:48:20.000000
01728,82018104767,Sell,3597,22.30,600,1997/06/12,11:16:45.000000
01729,65753921783,Buy,1313,12.61,1000,1997/06/12,11:30:53.000000
01730,99322397846,Buy,6673,9.43,6100,1997/06/12,13:27:11.000000
01731,27893255361,Buy,2761,43.01,2900,1997/06/13,10:19:39.000000
01732,76806168271,Sell,2645,124.06,3300,1997/06/13,10:43:34.000000
01733,83584499918,Sell,6279,146.56,6600,1997/06/13,12:32:11.000000
01734,60526955412,Buy,8034,24.88,4354,1997/06/13,12:45:18.000000
01735,54796375244,Buy,1731,23.32,1500,1997/06/16,10:08:32.000000
01736,19390200249,Buy,4106,28.78,9400,1997/06/16,10:14:19.000000
01737,33097395679,Buy,5289,309.64,700,1997/06/16,10:46:07.000000
01738,25453381507,Buy,2760,60.32,3100,1997/06/17,11:24:20.000000
01739,46080777607,Sell,2637,70.47,6300,1997/06/17,11:52:15.000000
01740,05033951208,Sell,3659,29.11,2200,1997/06/17,12:02:01.000000
01741,05080143617,Buy,2059,1378.56,4300,1997/06/18,09:09:18.000000
01742,91860253583,Buy,6737,69.46,3100,1997/06/18,12:41:37.000000
01743,23672861469,Sell,6191,67.21,8100,1997/06/18,12:43:44.000000
01744,59464368932,Sell,3073,33.46,7000,1997/06/19,09:54:46.000000
01745,03961368691,Sell,00935,21.35,8500,1997/06/19,10:02:02.000000
01746,16039370407,Sell,6532,66.57,5000,1997/06/19,10:10:07.000000
01747,48637101050,Sell,020012,9.26,8300,1997/06/20,11:16:34.000000
01748,71892917118,Buy,00841B,30.48,9100,1997/06/20,11:17:57.000000
01749,28654284263,Sell,2608,48.67,4100,1997/06/20,11:54:39.000000
01750,67342218462,Sell,5455,57.87,1000,1997/06/23,12:37:51.000000
01751,72548837234,Sell,00911,29.76,5300,1997/06/24,09:03:57.000000
01752,69329622885,Sell,9929,15.80,7800,1997/06/24,09:50:31.000000
01753,79251620963,Sell,6535,197.63,9500,1997/06/24,11:18:42.000000
01754,31238603245,Sell,00634R,4.88,9700,1997/06/25,10:30:17.000000
01755,88525571965,Sell,2354,64.91,1900,1997/06/25,10:51:36.000000
01756,83533862568,Sell,4142,28.42,8700,1997/06/25,10:57:53.000000
01757,70020402576,Buy,3356,68.97,4900,1997/06/26,12:27:05.000000
01758,11750298843,Buy,3628,46.00,3900,1997/06/26,13:08:09.000000
01759,49077276276,Sell,8437,28.00,1400,1997/06/27,09:17:44.000000
01760,80280963297,Buy,8298,24.38,7200,1997/06/27,09:45:32.000000
01761,68072723312,Sell,6707,25.13,1900,1997/06/27,10:05:40.000000
01762,76746404458,Sell,4532,28.07,4800,1997/06/27,10:49:58.000000
01763,86065330926,Sell,5328,14.04,2900,1997/07/01,09:19:09.000000
01764,21598341155,Buy,5543,55.71,5900,1997/07/01,10:24:29.000000
01765,10728762208,Buy,1786,98.40,9100,1997/07/01,10:54:15.000000
01766,34470115714,Buy,2855,25.83,6600,1997/07/01,11:44:17.000000
01767,97986440388,Sell,00924,22.25,2827,1997/07/02,10:50:57.000000
01768,10739433380,Sell,5310,36.75,4900,1997/07/02,12:31:01.000000
01769,28480401617,Sell,8938,80.24,2100,1997/07/03,09:41:21.000000
01770,31330190020,Buy,6277,86.64,400,1997/07/03,09:53:49.000000
01771,94344982996,Sell,6509,42.83,500,1997/07/03,10:13:01.000000
01772,17699798966,Sell,6967,69.55,2600,1997/07/03,10:59:07.000000
01773,02013767421,Sell,1218,20.16,7200,1997/07/03,11:08:30.000000
01774,93192313772,Sell,7583,106.23,3600,1997/07/03,11:20:23.000000
01775,34807787809,Sell,00917,20.11,3400,1997/07/03,12:02:02.000000
01776,73998897031,Buy,2421,116.21,7900,1997/07/04,09:30:04.000000
01777,78381877466,Buy,2644,103.84,6200,1997/07/04,10:11:34.000000
01778,02718178531,Buy,4137,166.63,4900,1997/07/04,13:15:00.000000
01779,29039336400,Buy,6504,80.28,6500,1997/07/07,10:50:35.000000
01780,08001634639,Sell,3441,38.67,7600,1997/07/07,11:51:47.000000
01781,15574649071,Buy,2351,114.77,4900,1997/07/08,10:10:57.000000
01782,56368131433,Buy,4925,68.13,7436,1997/07/08,10:11:54.000000
01783,55422436245,Sell,1476,455.70,3600,1997/07/08,13:21:41.000000
01784,79899760468,Buy,1722,65.55,700,1997/07/09,11:38:45.000000
01785,96401584598,Buy,00865B,41.54,7200,1997/07/09,12:37:25.000000
01786,12871746309,Buy,3296,24.33,6800,1997/07/09,12:47:00.000000
01787,22482997845,Sell,3489,26.72,1700,1997/07/10,09:32:29.000000
01788,79346538842,Sell,1525,65.96,1300,1997/07/10,09:34:30.000000
01789,35233790573,Sell,6914,211.18,400,1997/07/10,10:09:13.000000
01790,84527126802,Buy,2459,72.49,5400,1997/07/11,09:26:53.000000
01791,96918713724,Sell,1240,50.54,3600,1997/07/11,13:12:53.000000
01792,56209492574,Buy,2891C,63.31,2700,1997/07/11,13:24:28.000000
01793,59732211515,Sell,1614,47.48,900,1997/07/14,11:24:36.000000
01794,35091985466,Buy,3701,56.36,5800,1997/07/15,09:11:06.000000
01795,80636176462,Buy,8455,24.25,9700,1997/07/15,11:51:14.000000
01796,37580392850,Buy,6592,110.33,8800,1997/07/16,11:33:10.000000
01797,14786567138,Sell,6621,14.21,6200,1997/07/17,12:08:20.000000
01798,41652290508,Sell,1568,31.25,8400,1997/07/17,13:26:23.000000
01799,24078953271,Buy,2491,14.34,6600,1997/07/18,09:02:58.000000
01800,55439252341,Buy,6201,63.96,4400,1997/07/18,09:28:11.000000
01801,48209059840,Sell,4432,22.36,1200,1997/07/18,12:46:29.000000
01802,45523641907,Buy,6104,93.89,700,1997/07/18,13:24:48.000000
01803,32005819346,Buy,2606,62.30,800,1997/07/21,11:02:42.000000
01804,90213419751,Buy,00746B,37.18,1200,1997/07/21,12:00:23.000000
01805,05044904348,Sell,3028,36.52,5500,1997/07/22,12:18:44.000000
01806,77999542282,Sell,1217,12.44,1000,1997/07/23,13:03:18.000000
01807,04927038372,Sell,2486,75.37,6600,1997/07/24,10:48:17.000000
01808,34662927974,Sell,6561,342.05,500,1997/07/24,11:37:24.000000
01809,11564800461,Sell,2801,20.07,4324,1997/07/24,13:10:44.000000
01810,66867779992,Buy,1260,28.10,8500,1997/07/25,09:04:37.000000
01811,69341551781,Sell,3632,13.15,3100,1997/07/25,10:23:45.000000
01812,24691056349,Buy,6279,166.56,8400,1997/07/28,11:05:36.000000
01813,07183645103,Buy,2511,12.73,3300,1997/07/28,11:37:46.000000
01814,10218797066,Sell,6530,50.34,1300,1997/07/28,11:50:50.000000
01815,32391916585,Buy,2423,45.25,1900,1997/07/29,10:18:21.000000
01816,36733900941,Sell,2882A,54.54,5400,1997/07/29,10:54:33.000000
01817,62622571163,Sell,3066,22.32,8100,1997/07/29,11:35:23.000000
01818,85613932368,Buy,6918,69.94,4000,1997/07/30,11:24:11.000000
01819,08247903157,Sell,2852,22.77,2500,1997/07/30,12:05:17.000000
01820,04703265725,Buy,6015,13.03,8645,1997/08/01,12:12:10.000000
01821,52899599097,Sell,00760B,54.30,4100,1997/08/01,13:04:13.000000
01822,66028229481,Buy,2528,46.89,5400,1997/08/04,10:39:59.000000
01823,32313108652,Buy,2617,36.48,8200,1997/08/04,11:03:58.000000
01824,22517116129,Sell,6418,22.92,2800,1997/08/05,09:46:42.000000
01825,49305188685,Sell,6743,56.75,9700,1997/08/05,11:36:36.000000
01826,13331951051,Buy,6127,26.95,700,1997/08/06,09:04:59.000000
01827,98720160628,Buy,8050,79.97,6900,1997/08/06,09:47:39.000000
01828,99985921930,Buy,6922,130.81,6800,1997/08/06,09:48:56.000000
01829,02324823022,Buy,4728,253.68,1900,1997/08/06,09:53:33.000000
01830,41396894956,Sell,3465,65.94,3400,1997/08/06,11:57:53.000000
01831,77417614468,Buy,4767,33.62,6700,1997/08/07,09:44:18.000000
01832,88844033942,Sell,3023,301.16,2100,1997/08/07,10:54:14.000000
01833,47817816181,Sell,5489,40.88,100,1997/08/07,11:02:56.000000
01834,54008044375,Sell,1444,10.19,6100,1997/08/07,11:17:17.000000
01835,80930355616,Sell,1727,30.93,9200,1997/08/08,12:28:08.000000
01836,69538405291,Buy,2348A,33.78,6033,1997/08/08,12:37:46.000000
01837,47920749172,Sell,1731,24.37,4400,1997/08/08,12:59:49.000000
01838,13116046415,Buy,1906,16.09,9900,1997/08/08,13:10:43.000000
01839,43172732118,Sell,6958,43.33,2600,1997/08/11,12:09:42.000000
01840,36064340147,Buy,6674,24.24,2700,1997/08/13,09:22:21.000000
01841,07635308001,Buy,6139,220.07,8500,1997/08/13,12:10:25.000000
01842,23879650850,Sell,6257,71.90,9700,1997/08/13,12:19:55.000000
01843,77667812986,Buy,2867,5.68,9500,1997/08/14,10:12:14.000000
01844,11050064351,Sell,6423,93.30,3400,1997/08/14,12:56:24.000000
01845,67250919347,Buy,5607,52.91,3800,1997/08/15,09:42:54.000000
01846,39814718868,Sell,6875,68.66,9300,1997/08/15,13:16:23.000000
01847,85124989779,Buy,00887,10.73,8400,1997/08/18,09:04:20.000000
01848,30174044236,Sell,2462,31.39,2400,1997/08/18,09:41:08.000000
01849,46976271413,Sell,4440,27.94,4000,1997/08/18,09:42:06.000000
01850,78311272390,Buy,3138,135.66,3200,1997/08/18,13:16:27.000000
01851,20702716012,Sell,2327,575.19,5800,1997/08/19,09:45:00.000000
01852,89256121457,Sell,6865,48.35,3000,1997/08/19,10:24:36.000000
01853,95432440478,Buy,00693U,23.77,3100,1997/08/19,12:22:24.000000
01854,13768373710,Sell,2340,37.02,2900,1997/08/20,10:41:38.000000
01855,27397196482,Sell,1813,18.70,1900,1997/08/20,12:24:41.000000
01856,35189528465,Buy,2888A,29.51,2300,1997/08/20,12:35:40.000000
01857,23708083764,Buy,4558,36.65,2800,1997/08/21,09:23:16.000000
01858,95186468295,Sell,1229,63.58,9700,1997/08/21,10:29:45.000000
01859,96434168603,Buy,020012,10.03,5800,1997/08/22,10:08:46.000000
01860,69515227721,Buy,6580,37.33,6300,1997/08/22,10:31:51.000000
01861,26910352966,Buy,00633L,34.62,3700,1997/08/22,13:05:31.000000
01862,06826378953,Buy,2332,17.10,8200,1997/08/25,09:23:49.000000
01863,21441764795,Sell,5488,13.44,5100,1997/08/25,11:48:59.000000
01864,68799238844,Sell,4566,55.55,7100,1997/08/25,11:54:18.000000
01865,01626908006,Sell,3044,225.19,1900,1997/08/26,12:27:33.000000
01866,01992670067,Sell,00885,12.02,6700,1997/08/27,09:19:16.000000
01867,20540883593,Sell,7427,54.83,7000,1997/08/27,12:26:28.000000
01868,41545338886,Buy,00719B,33.89,4200,1997/08/28,09:59:19.000000
01869,15090825142,Buy,6191,70.28,9300,1997/08/28,10:06:47.000000
01870,87459215590,Buy,2442,28.56,2500,1997/08/28,10:54:01.000000
01871,53942163524,Sell,6712,213.21,700,1997/08/28,12:04:30.000000
01872,99863599224,Sell,1722,68.16,5500,1997/08/28,12:41:47.000000
01873,48499452990,Buy,020035,6.70,1900,1997/08/28,13:25:42.000000
01874,07522480381,Buy,4737,67.90,5768,1997/08/29,09:13:27.000000
01875,77431171673,Buy,2540,174.69,6500,1997/08/29,10:56:03.000000
01876,58567086004,Buy,2017,16.65,1100,1997/08/29,12:17:26.000000
01877,34015883611,Sell,7713,68.58,4000,1997/09/01,09:31:04.000000
01878,27018402731,Buy,3437,26.28,5000,1997/09/01,09:35:36.000000
01879,37853201867,Sell,1736,82.44,9200,1997/09/02,09:49:56.000000
01880,67477429420,Buy,4977,70.79,8857,1997/09/02,10:32:16.000000
01881,08508395882,Sell,2468,28.46,3500,1997/09/02,13:19:33.000000
01882,59922496777,Buy,6641,42.55,8400,1997/09/03,09:05:18.000000
01883,50514179660,Buy,8329,8.39,6500,1997/09/03,11:11:54.000000
01884,55680917657,Sell,6719,291.00,1300,1997/09/03,11:47:50.000000
01885,23185267658,Sell,4552,28.14,5100,1997/09/04,11:23:06.000000
01886,75215909199,Buy,6223,449.44,6800,1997/09/04,11:49:12.000000
01887,46096113813,Buy,6963,66.37,1800,1997/09/04,12:33:38.000000
01888,49457229404,Buy,5015,45.67,9771,1997/09/05,09:04:13.000000
01889,17515058025,Sell,5603,25.30,4200,1997/09/05,09:21:58.000000
01890,33738142621,Buy,5312,106.64,5000,1997/09/05,10:25:40.000000
01891,20045818755,Buy,5227,36.02,8700,1997/09/05,11:00:39.000000
01892,60143917946,Sell,1517,15.33,6300,1997/09/05,12:38:30.000000
01893,00753123060,Sell,5450,22.84,4100,1997/09/05,12:47:35.000000
01894,83536459729,Buy,2892,28.90,5800,1997/09/05,12:58:46.000000
01895,70737251504,Buy,2753,179.20,6500,1997/09/08,09:12:38.000000
01896,22156452296,Buy,8201,17.82,400,1997/09/08,11:11:42.000000
01897,24209146961,Sell,1595,36.49,1300,1997/09/08,11:51:51.000000
01898,57593541048,Buy,6854,84.38,1500,1997/09/08,12:15:22.000000
01899,23185267658,Sell,00945B,15.40,7100,1997/09/09,13:18:52.000000
01900,27672610175,Sell,00682U,20.96,9700,1997/09/09,13:21:49.000000
01901,53865676818,Sell,00939,13.47,1600,1997/09/10,09:39:36.000000
01902,44520064324,Sell,4946,45.37,7100,1997/09/10,11:17:36.000000
01903,60061715438,Sell,1780,18.85,9000,1997/09/10,11:42:02.000000
01904,26025122384,Sell,8043,22.51,9600,1997/09/10,13:22:50.000000
01905,56656344130,Buy,9917,124.67,4200,1997/09/11,10:11:58.000000
01906,14497387818,Sell,2498,45.28,900,1997/09/11,11:15:13.000000
01907,02019594216,Sell,8271,69.04,4900,1997/09/11,12:02:50.000000
01908,24370495747,Sell,00657K,13.94,8100,1997/09/11,12:15:30.000000
01909,02897856766,Buy,2941,82.63,8800,1997/09/11,12:17:19.000000
01910,49457229404,Buy,1526,32.15,5000,1997/09/11,12:42:22.000000
01911,79505036280,Buy,2867,5.77,2600,1997/09/11,12:46:29.000000
01912,21195899978,Buy,8054,155.81,5600,1997/09/11,13:16:46.000000
01913,66408570565,Sell,00666R,13.79,7100,1997/09/12,11:16:39.000000
01914,67251436136,Buy,00726B,36.66,5800,1997/09/12,12:51:10.000000
01915,99392123690,Buy,3605,42.58,6100,1997/09/12,12:54:18.000000
01916,81155372258,Sell,6959,116.25,1100,1997/09/16,11:57:05.000000
01917,70595324591,Buy,6983,90.44,9300,1997/09/17,10:56:58.000000
01918,93544822757,Sell,6449,125.48,4000,1997/09/17,11:11:11.000000
01919,95455135854,Buy,00907,15.73,2200,1997/09/18,10:32:12.000000
01920,20772759188,Sell,00916,19.80,7000,1997/09/18,12:30:53.000000
01921,66865384952,Buy,1701,21.49,8000,1997/09/22,09:14:29.000000
01922,19154318693,Buy,1799,80.46,500,1997/09/22,09:14:56.000000
01923,64628464897,Buy,2355,43.06,5100,1997/09/22,10:41:49.000000
01924,48891614271,Sell,5905,11.20,8100,1997/09/22,10:43:23.000000
01925,01678747858,Buy,6844,163.68,5100,1997/09/22,12:54:48.000000
01926,93720139987,Sell,4987,59.95,5100,1997/09/23,09:53:38.000000
01927,40008148299,Buy,1304,14.81,2200,1997/09/24,09:02:06.000000
01928,01953002003,Sell,4565,145.51,2200,1997/09/24,09:17:40.000000
01929,93074063655,Sell,1734,34.11,7400,1997/09/24,12:44:52.000000
01930,78800270492,Sell,6958,41.81,3600,1997/09/25,10:52:17.000000
01931,48833113794,Sell,5907,8.70,8900,1997/09/25,11:05:47.000000
01932,07268961950,Sell,2731,173.77,800,1997/09/25,12:28:26.000000
01933,58053162307,Buy,8085,60.42,8100,1997/09/25,13:04:54.000000
01934,09088539697,Buy,00753L,8.47,7900,1997/09/26,09:37:48.000000
01935,28619788848,Buy,3532,169.28,7300,1997/09/26,10:12:29.000000
01936,52240054600,Buy,00715L,17.53,5700,1997/09/26,12:12:41.000000
01937,28041773445,Sell,2059,1387.52,9900,1997/09/29,10:00:19.000000
01938,35408740474,Buy,00920,14.18,8500,1997/09/29,10:57:07.000000
01939,32783610048,Sell,2409,17.15,5000,1997/09/30,10:07:44.000000
01940,01872591020,Sell,00779B,31.54,400,1997/09/30,10:34:10.000000
01941,57843447337,Sell,4971,63.67,5500,1997/09/30,10:47:44.000000
01942,59750841090,Sell,7642,93.57,1500,1997/09/30,12:19:15.000000
01943,61867773592,Buy,9957,6.43,8300,1997/09/30,12:44:46.000000
01944,11898987783,Sell,8931,49.03,2900,1997/10/01,10:37:24.000000
01945,21053546982,Sell,2836A,23.00,9300,1997/10/01,11:35:43.000000
01946,98324888928,Sell,2227,124.17,1500,1997/10/01,11:44:30.000000
01947,05297054953,Buy,2022,11.71,2700,1997/10/01,11:47:25.000000
01948,24242360084,Sell,9949,22.96,2200,1997/10/01,11:58:39.000000
01949,19059355173,Buy,6657,52.38,6700,1997/10/01,12:25:00.000000
01950,75174715606,Buy,2010,23.06,4600,1997/10/03,10:01:45.000000
01951,02761491533,Buy,2540,166.40,7500,1997/10/03,11:20:02.000000
01952,50529739401,Buy,2390,11.99,400,1997/10/03,11:49:20.000000
01953,57924735152,Sell,3532,168.48,4700,1997/10/06,09:06:15.000000
01954,15984934026,Sell,3707,63.01,6600,1997/10/06,09:45:33.000000
01955,94147639862,Buy,6643,1159.87,1300,1997/10/06,13:28:27.000000
01956,86551767437,Buy,9951,75.15,8463,1997/10/07,09:00:17.000000
01957,21107606088,Sell,8462,126.11,8000,1997/10/07,11:11:22.000000
01958,30957836573,Buy,1438,50.16,7200,1997/10/08,09:02:22.000000
01959,53153076093,Sell,3168,71.90,1000,1997/10/08,09:38:26.000000
01960,07183645103,Buy,00862B,31.49,3800,1997/10/08,09:53:29.000000
01961,45772873798,Buy,2460,32.38,9700,1997/10/08,09:56:18.000000
01962,79123262939,Buy,6518,24.18,7800,1997/10/08,10:58:45.000000
01963,95873319708,Buy,5291,26.84,2400,1997/10/08,12:41:08.000000
01964,48663556081,Buy,6241,13.73,6300,1997/10/08,13:08:40.000000
01965,10598980259,Sell,1615,73.28,8200,1997/10/09,09:44:09.000000
01966,20017417090,Sell,3447,27.36,8800,1997/10/09,10:46:59.000000
01967,75976995655,Sell,6843,54.05,300,1997/10/09,11:03:17.000000
01968,64787964481,Buy,1319,109.38,9900,1997/10/09,11:41:09.000000
01969,25799420910,Buy,8426,56.39,4700,1997/10/10,09:02:18.000000
01970,85345631629,Sell,3416,159.87,8000,1997/10/10,10:20:07.000000
01971,10306931997,Buy,6747,168.61,100,1997/10/10,11:54:10.000000
01972,07005502837,Buy,3483,158.11,1500,1997/10/13,09:12:36.000000
01973,60111602596,Sell,1216,84.48,600,1997/10/13,09:37:52.000000
01974,10375571570,Sell,3438,77.03,1800,1997/10/13,11:40:40.000000
01975,13903736002,Sell,4569,114.92,4400,1997/10/14,09:15:18.000000
01976,32841059434,Sell,3310,111.65,4600,1997/10/14,10:07:11.000000
01977,74514116626,Sell,1517,14.76,8700,1997/10/15,10:38:06.000000
01978,72610258595,Sell,00905,13.68,9400,1997/10/15,10:45:29.000000
01979,19989869199,Buy,3339,39.44,2989,1997/10/15,11:55:02.000000
01980,28605479199,Sell,6224,54.12,4900,1997/10/16,10:16:54.000000
01981,34662927974,Sell,6977,44.31,1100,1997/10/16,10:25:31.000000
01982,70586335213,Sell,00697B,33.70,5200,1997/10/16,10:38:12.000000
